Template,mname,Subject,date,Inactive Users,1st Time Openers,First Open %,1st Time Clickers,First Click %
1105-22-Conceptional-TARGET-(Creative#2)-(4NEW)(OPEN),GIFTCARDGRABBER MIKD FROG,????you've got mail: we tried to reach you,11/5/2022,8557,57,0.66171349,84,0.97210971
110522 - (INT) GPTT Internal [GPTTINT3] 7:00 pm EE ?,Samplegrabber special WIFI,{{first_name}} your email confirmation is still pending...,11/5/2022,6315,57,0.894538606,67,1.04982764
1105-22-Clickwork7-CashappVSPaypal-(4NEW)(OPEN),GIFTCARDGRABBER MIKD FROG,Email Delivered: Cash app deposit or Paypal gc - you get to choose????,11/5/2022,8436,57,0.67114094,79,0.927774516
1105-22-Siginternal(PLAINCREATIVE)-EE,giftcardgrabber FROG,{{first_ name}} confirm your account,11/5/2022,22144,56,0.252252252,58,0.261237726
1105_22_Internal_GPTT_1am (EE) ?????,SignatureSurveys A DRL,please confirm your email,11/5/2022,5868,52,0.878378378,63,1.062215478
110522 - (INT) GPTT EE 12:00 pm ?,MyShopDiscounts WIFI,"{{first_name}}, you still need to confirm your email >>>",11/5/2022,108494,51,0.046985121,67,0.061716454
Day 0 Clickwork7 - Cashapp Vs Paypal,GPTTN DRAGON,Cash App deposit or PayPal GC - You get to choose,11/5/2022,2058,51,2.418207681,39,1.859799714
1105 -  GPTT v3 - [GPTTN2] [EE] (2),GPTTN2 DRAGON,"{{first_name}}, confirm your $5.00 credit",11/5/2022,42267,49,0.115795444,86,0.203055274
Day 0 (Getitfree) Lysol Offer Template 1 (LSOT1)  EFLink,GiftCardGrabber UFC,Please review your offer letter..,11/5/2022,412,47,10.23965142,37,8.240534521
Internal - scratch Have Completed Any Automation Level 3,GPTTco SDR,"???? {{first_name}} you have a message in your inbox, see here",11/5/2022,2225,46,2.02553941,85,3.67965368
Sami Day 0,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Confirm email and accept a $5.00 credit...",11/5/2022,4799,46,0.949432405,35,0.724038064
Day 0 - SIG INTERNAL (#1 EMAIL),SignatureSurveys FROG,please confirm your email,11/5/2022,4839,45,0.921375921,39,0.799507995
1105_22_ Zinq_iPhone14 10am ?????,GPTTco SDR,{{first_name}} please confirm your application,11/5/2022,15347,45,0.292359667,43,0.279402209
1AM - 1105 - GPTT Internal v21 -  [ EMAIL ] ?,Giftcardgrabber DRAGON,???? {{first_name}} we sent you a message notification,11/5/2022,28118,44,0.156238903,43,0.152693441
DAY 0- Click2Win -WhatIf (Email#2),MajorM2 FROG,verify your email,11/5/2022,9215,43,0.464463167,38,0.410677618
Non Clicker 4D - Internal Scratch,GetPaidToTry TRG SDR,"???? You have a message in your inbox, see here",11/5/2022,4163,42,0.998810939,35,0.833730348
1105_22_internal_sig_7am email exists temp 2,GetPaidToTry TRG SDR,{{first_name}} verify your email...,11/5/2022,38077,41,0.107560732,75,0.196582093
1105-22-BriteBox-NowPlatinum,GIFTCARDGRABBER MIKD FROG,((11/05)): we sent you a new Credit Line offer - No Credit Checks & No Credit Turndowns! GET APPROVE,11/5/2022,9849,41,0.414560162,31,0.313765182
1105_22_internal_mjs_4pm ?????,GPTTco SDR,???? {{first_name}} you have a message in your inbox,11/5/2022,21062,41,0.194285173,75,0.354828027
Sig Internal(PLAINCREATIVE)-NEW WorkFlow ????????,SignatureSurveys FROG,[1] your account needs confirmation,11/5/2022,1071,41,3.68705036,32,2.901178604
Internal_Sig_Day0 (Email #1) [MA-C2],giftcardgrabber FROG,{{first_name}} we sent you a message,11/5/2022,2113,40,1.857872736,29,1.353874883
110522 - (Zinq) Win an Aldi gift card - CPA (PY) 1:00 am DEF ?,MyShopDiscounts WIFI,$500 towards shopping at Aldi | Start your entry,11/5/2022,44536,39,0.087492989,18,0.040400413
110522 - (INT) GCG CashApp Template 1 [CAOT1] 10:00 pm **BONUS**  EE ?,gcgSGRB WIFI,"11/05 {{first_name}}, your cash app reward email is pending...",11/5/2022,12068,38,0.313893937,56,0.461893764
IN Strbks Tx,GCGZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} You still have to confirm your email",11/5/2022,1662,38,2.235294118,81,4.647160069
110522 FL BTC1k (1:00am) / Email Exists ?,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Bitcoin Deposit Offer Pending..",11/5/2022,68374,38,0.055545811,92,0.134373266
1105-22-Getpaidtotryinternal(C#10)-(3NEW)(OPEN),MajorM2 FROG,???? ((waiting inside)) confirm your account,11/5/2022,26048,37,0.141843972,87,0.332886933
1105-22-Whatif-OMGSweeps-(creative#3) ?,Major Sweeps 2 FROG,verify your email,11/5/2022,39020,36,0.092175338,70,0.179073932
(Zeeto) Rubbermaid (ZRST1) ATOCOMP1,Samplegrabber special WIFI,complete your application for rubbermaid freebies {{first_name}},11/5/2022,985,33,3.241650295,23,2.281746032
GetPaidToTry-(Creative#SA)-Inactive Clicker WorkFlow,Major Sweeps 3 FROG,please confirm your email,11/5/2022,3969,33,0.824587706,241,5.724465558
110522 - (INT) GCG Wendys  2:00 am ?,MSDZ1 WIFI,our records indicate you havenâ€™t confirmed this offer...,11/5/2022,25835,32,0.123709746,73,0.28176625
110522-???? Signature Surveys - CPA-7am-2x-anc-Information regarding your account,GiftCardGrabber GFR,Information regarding your account,11/5/2022,6540,32,0.486914181,17,0.259264908
1105-22-Zeeto-ADIDIAS-(3NEW)(OPEN),GIFTCARDGRABBER MIKD FROG,DELIVERED: we tried to reach you,11/5/2022,7391,32,0.43109255,43,0.57842346
Been Sent Any Email Today Workflow Email # 1 (AMDDS) - [BSD1],SigM1 FROG,{{first_name}} your door dash sweeps entry is pending activation,11/5/2022,5021,32,0.633287156,30,0.593941794
1105-22-$25ScratchCard-(Creative#4)-(3NEW)(OPEN,SigM1 FROG,activate your email,11/5/2022,15902,31,0.19456474,82,0.513013013
1105_22_internal_scratch 4pm ?????,GetPaidToTry TRG SDR,???? {{first_name}} you have a message in your inbox,11/5/2022,39923,31,0.077589228,63,0.157555144
Internal_Sig_Day0 (Email #1) ????????,Sig TRG DRL,{{first_name}} we sent you a message alert,11/5/2022,2169,31,1.409090909,27,1.229508197
DAY 0- CoffeeSamples - Zeeto (Email#3),GIFTCARDGRABBER MIKD FROG,Open ASAP: Your offer has arrived.,11/5/2022,8023,30,0.372531976,49,0.60703667
Level 1: Have Not Opened More than 1 Day Ago: Clickwork Cashapp | cwcsh-nopn1dl1,GPTTco SDR,"2nd attempt: {{ ""now"" | date: ""%m-%d"" }} confirm your Cashapp offer",11/5/2022,2178,30,1.358695652,43,1.936064836
SIG Internal v3 [New SL] [FN2] ?  [Have AND AND] ????,GPTTN DRAGON,???? ((waiting inside)) confirm your account,11/5/2022,3816,30,0.780031201,33,0.857365549
2AM - 1105 - SIG Internal [New SL] [FN2] ?,GPTT C DRAGON,Please confirm receipt,11/5/2022,37306,29,0.077675104,50,0.133847307
Day 0 - GPTT Internal (#1 EMAIL),giftcardgrabber FROG,please confirm your email,11/5/2022,2831,29,1.013986014,29,1.013986014
1105_22_Conceptual_AMC_4am (EE) [C2] ?????,Sig TRG DRL,We're trying to contact you....,11/5/2022,16163,29,0.179100791,30,0.185265238
GPTT Internal v21 [SIGND0],SigN DRAGON,???? we sent you a message notification,11/5/2022,7218,28,0.386420094,27,0.372670807
USA Assistance Guide v2 [OPEN] - 72 hours non [72 hours non openers],GPTTN2 DRAGON,"hello, please verify your email",11/5/2022,5354,28,0.520252694,18,0.335070737
110522 PA PGASC (3:45pm) / Email Exists ?,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Confirm your gas card survey reward offer",11/5/2022,55605,27,0.048533218,55,0.098814229
110522-???? Majorsweeps - $25 Scratch Card - CPA-7am-2x-anc-Please confirm your email ASAP!,Sig (Dave) GFR,Please confirm your email ASAP!,11/5/2022,66721,27,0.04045065,14,0.020978497
72 hr non-openers - IN SIG Tx,GetPaidtoTry PNT,"{{ ""now"" | date: ""%m-%d"" }} 3rd attempt {{first_name}}, please confirm your pending offer",11/5/2022,12279,26,0.211296221,24,0.195074372
110522 - (Amici) Target Sweeps (TAGT1) 6:00 pm **BONUS** EE ?,Samplegrabber special WIFI,FWD: you still need to confirm your pending contact info,11/5/2022,6316,26,0.409965311,32,0.504095778
GPTT - Day0 [03/10] ????????,GPTT C DRAGON,Activate your account today {{date}},11/5/2022,2113,26,1.215521272,13,0.611476952
ATOCOMP2 (Zinq) Bugatti Electric Scooter - CPA (PY)  ATOCOMP2,MyShopDiscounts WIFI,start your bugatti electric scooter sweeps entry,11/5/2022,15296,26,0.169690641,26,0.169690641
1105_22_Conceptual_Paypal_9am (EE) ?????,SignatureSurveys A DRL,Please confirm your PAYPAL offer,11/5/2022,5822,26,0.444596443,40,0.682360969
Day 0 follow up 5 minute,GetPaidToTry TRG SDR,"Welcome, {{first_name}} you have a new message in your inbox, see here",11/5/2022,4235,26,0.610185402,5,0.117924528
Day0 (INT) Gift Card Grabber [GCGT1] EFLink,MSDZ1 WIFI,you need to verify your email,11/5/2022,5104,25,0.487424449,25,0.487424449
DAY 0 - Clickwork7_CashApp ????,GPTT FROG,please confirm your cashapp offer,11/5/2022,4951,25,0.502411576,26,0.522403054
110522 IN GPTTM Tx2 (1:00pm) / Email Exists ?,GCGZ1 PNT,"{{first_name}}, Is this your dream offer?",11/5/2022,64251,25,0.038894766,29,0.045115121
110522 FL CAS1 T1 (8:30am) / Email Exists ?,GPTTZ1 PNT,{{first_name}} Please confirm your $100 CashApp offer,11/5/2022,63619,24,0.037710353,41,0.06440465
1106_22_Internal_SIG_12am (EE) ?????,Sig TRG DRL,{{first_name}} we sent you a message alert,11/5/2022,16666,23,0.137815327,81,0.483668717
(INT) Gift Card Grabber [GCGT1] EFLink,MSDZ1 WIFI,We sent you a cash app deposit offer alert...,11/5/2022,5104,23,0.448605422,29,0.564971751
1105-22-Conceptional-IPAD,MajorM2 FROG,DELIVERED: can you please confirm your offer?,11/5/2022,19084,23,0.120374732,53,0.27695041
ATOCOMP1 (Zeeto) Yankee Fall22 - CPA (PY) ATOCOMP1,MyShopDiscounts WIFI,claim your yankee candle freebie offer...,11/5/2022,12697,22,0.172969573,30,0.235719337
IN GCGCA Tx / Project A,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Your deposit offer pending confirmation...",11/5/2022,8855,22,0.247831475,20,0.225352113
Internal Scratch Card - [Dewalt DS GIF Lande v4 Based],GPTT C DRAGON,This is a message for {{first_name}},11/5/2022,3918,21,0.533130236,12,0.305343511
Sig Internal(PLAINCREATIVE)-NEW WorkFlow ????,Sig. Surveys (GF Marketing) FROG,[1] your account needs confirmation,11/5/2022,757,21,2.699228792,25,3.196930946
Internal_SIG_Day0 ???? ????,GiftCardGrabber 2 DRL,Please confirm your email,11/5/2022,414,21,4.827586207,18,4.166666667
110522 - (Whatif) Click 4 Riches  [C4RT2] 10:00 pm DEF ?,MyShopDiscounts WIFI,"{{ ""now"" | date: ""%m-%d"" }} 2nd time trying to contact you about your offer information {{first_name",11/5/2022,42053,21,0.04991206,13,0.030903818
1105_22_Zeeto_OkWowCashapp_9pm (EE) ?????,SignatureSurveys A DRL,please confirm your CASHAPP offer,11/5/2022,5974,20,0.333667,25,0.416736123
Internal mjs sdr7gxw-1dyo-int-atox,MajorSweeps SDR,{{first_name}} You have a message in your inbox ????,11/5/2022,2082,20,0.951474786,34,1.606805293
110522-???? GiftCardGrabber-Cash App - CPC-7am-2x-anc-65478 is your Cash App Deposit offer receipt no.,Major (Dave) GFR,65478 is your Cash App Deposit offer receipt no.,11/5/2022,99784,20,0.020039277,24,0.024046169
BONUS-???? GiftCardGrabber- Venmo-Your deposit account may need your attention,Sig (Dave) GFR,Your deposit account may need your attention,11/5/2022,67239,20,0.029735797,28,0.041625165
1105-22-Spark-SweepsWinner-EE ?,Sig. Surveys (GF Marketing) FROG,unread email (we tried to contact you),11/5/2022,15056,19,0.126036484,27,0.179009481
110522 (Amici) Visa $500 Sweeps Offer  [VSOT1] 2:00 pm **BONUS**  EE ?,gpttSGRB WIFI,"11/05 hi, please confirm your contact info..",11/5/2022,3967,18,0.451693852,25,0.626252505
1105-22-Conceptual-VISA (2),giftcardgrabber FROG,((email delivered)) we tried to reach you,11/5/2022,11415,18,0.157438992,38,0.331790797
GPTT Internal v1 [red borders] ? [EE] (2),GPTTN DRAGON,can you please confirm your email?,11/5/2022,1457,18,1.220338983,16,1.086218601
1105_22_internal_sig 12am ?????,GetPaidToTry TRG SDR,{{first_name}} you have a message in your inbox,11/5/2022,36308,16,0.044048012,39,0.107299089
Saad Official Day 0 ????,GPTTco SDR,"{{ ""now"" | date: ""%m-%d"" }} Confirm your Cashapp Offer",11/5/2022,2108,16,0.753295669,10,0.472143532
1105-22-Zeeto-Paypal,giftcardgrabber FROG,DELIVERED: we tried to reach you,11/5/2022,11299,16,0.141405214,26,0.229580574
(Zinq) PayPal ATOCOMP2,gcgSGRB WIFI,(1) Delivered: we tried reaching you...,11/5/2022,1310,16,1.206636501,25,1.872659176
48 Hour Non-Opener - GiftCardGrabber CashApp -  | 48hrnopnl1,GPTTN2 DRAGON,"{{ ""now"" | date: ""%m-%d"" }}  your records indicate you would be interested in this",11/5/2022,757,16,2.069857697,17,2.196382429
(Zeeto) Coffee Sample Offer ATOCOMP1,gcgSGRB WIFI,{{first_name}} it's time to accept this special thank you,11/5/2022,1295,16,1.22044241,30,2.264150943
Day 0 (INT) MJS GENERIC ATTEMPT,MajorSweeps UFC,please verify your email.,11/5/2022,1321,16,1.19670905,11,0.825825826
1105_22_internal_gptt_12am ????? (48 hour non clicker) | 1105-48hrnnclkcgptt,GetPaidToTry TRG SDR,"11/05/22: ????  {{first_name}} You have a message in your inbox, please check it out",11/5/2022,39527,16,0.040462282,44,0.11119254
1105_22_fluent_visa_100 8am  ?????,GetPaidToTry TRG SDR,{{first_name}} your Visa offer has arrived.,11/5/2022,38391,16,0.041659073,27,0.070279556
1105_22_conceptual_cashapp 2pm ?????,GetPaidToTry TRG SDR,"{{ ""now"" | date: ""%m-%d"" }} you have a message in your inbox, see here",11/5/2022,39822,16,0.040162659,26,0.065247942
Internal_SIG_3DNO ????,GiftCardGrabber A DRL,Please validate your email,11/5/2022,4286,16,0.371920037,17,0.395073205
Day 3 follow up to non openers: Level 2 (Still No Open) XWb-atox-72hrfp2,GetPaidToTry TRG SDR,{{first_name}} we sent you a message. did you confirm?,11/5/2022,5017,15,0.29809221,14,0.278274697
Siginternal(CREATIVE#6)-Andy WorkFlow ????,SignatureSurveys FROG,(1) please activate your account,11/5/2022,2681,15,0.556379822,27,0.99704579
1105_22_internal_scratch_12am ?????  (12pmtst temp),GPTTco SDR,"???? {{first_name}} you have a message in your inbox, see here",11/5/2022,24356,15,0.061548562,25,0.102538862
110522-???? GiftCardGrabber-Cash App - CPC-9pm-4x-1dnc-ALERT: Your message confirmation code is 751-932,Major (Dave) GFR,ALERT: Your message confirmation code is 751-932,11/5/2022,100898,15,0.014864289,18,0.017836617
1105_22_fluent_cashapp100_2pm ?????,GPTTco SDR,???? your Cashapp offer has arrived,11/5/2022,20961,15,0.071510297,15,0.071510297
110522 - (Amici) Ok Wow - $100 Adidas - CPA (PY) 1:00 am EE ?,gcgSGRB WIFI,"{{ ""now"" | date: ""%m-%d"" }} Do you want a $100 Adidas gift card?",11/5/2022,11450,15,0.13083297,22,0.191771269
72 Non-Open- Internal-SIG(Creative#3),Major Sweeps 4 FROG,FWD: We Tried To Contact You....,11/5/2022,5704,15,0.262283616,12,0.209937019
1106_22_Internal_MJS_8pm (EE) ?????,Sig TRG DRL,{{first_name}} we sent you a message alert,11/5/2022,17362,14,0.080570902,30,0.1724931
1105-22-Fluent(S&P)-MULTI-Openers ?,Major Sweeps 4 FROG,Confirmation #NB70351: your deposit offer is ready,11/5/2022,29516,14,0.047409414,41,0.138715025
1105_22_Shift44_RewardsLockerCashApp_12pm (EE) ?????,Sig TRG DRL,Your $750 Cash App Deposit Offer is Waiting for You,11/5/2022,16852,14,0.083007233,16,0.094854162
DAY0 GPTT Internal v23,Signature 2019 DRAGON,You received a confirmation email,11/5/2022,1436,14,0.965517241,8,0.55401662
1105_22_Flatiron_EverydayWinner_3pm (EE) ?????,SignatureSurveys A DRL,CONFIRMED: You can start your sweeps entry ASAP!,11/5/2022,5975,14,0.233761897,11,0.183762112
> ????-live-SUPPRESSIONS-WORKFLOW-???? (INT) SignatureSurveys (Travis),Major (Dave) GFR,"{{first_name}} your email is still unverified as of today {{ ""now"" | date: ""%m/%d/%y"" }}",11/5/2022,5074,14,0.275157233,19,0.373061064
> ????-live-1DAY-NEW-AND-1DAY-SENT-???? Signature Surveys - CPA-You have available account credit,Major (Dave) GFR,You have available account credit,11/5/2022,5117,13,0.253411306,6,0.117118876
Level 2: Scratch $25.00 | 4 Day No Click |  sctch-4ncl2,GPTTco SDR,"{{ ""now"" | date: ""%m-%d"" }} Confirm your$25.00 Scratch Card",11/5/2022,2226,13,0.580616347,37,1.634997791
Internal_SIG_1DYO,Sig TRG DRL,{{first_name}} we sent you a message alert,11/5/2022,4280,13,0.302818542,13,0.302818542
1105_22_internal_scratch 4pm ????? (2),GetPaidToTry TRG SDR,????? {{first_name}} you have a message in your inbox regarding your $25.00 scratch card,11/5/2022,37951,13,0.034242967,32,0.084248216
1105_22_conceptual_mcdonald 6pm ?????,GetPaidToTry TRG SDR,"{{ ""now"" | date: ""%d-%m-%Y"" }} your McDonald's offer is here",11/5/2022,40016,13,0.032476455,28,0.069923085
1105_22_Zeeto_Bath&BodyCherry_8am (EE) ?????,Sig TRG DRL,Bath & Body Works samples ? Japanese cherry blossom,11/5/2022,16472,13,0.078859569,20,0.121270919
Completed Any Automation NO OPEN EVER: Level 4 | scrtch-autonopnl1,GPTTco SDR,"{{ ""now"" | date: ""%m-%d"" }} ???? {{first_name}} you got a $25.00 scratch card",11/5/2022,2213,13,0.584007188,10,0.449842555
GPTT Internal - Completed Day 0 rotation and still 0 open  ???? (2GXWb-gpttflup),GetPaidToTry TRG SDR,2nd attempt: Activate your account,11/5/2022,4187,13,0.30952381,9,0.21448999
GPTT Internal v1 [ 1dyo-int-atox],GPTTN2 DRAGON,can you please confirm your email?,11/5/2022,1018,13,1.260911736,11,1.068999028
Internal_GPTT_DayNew [Official Email #1 ] {Day0} ????,GiftCardGrabber A DRL,Please confirm your email,11/5/2022,354,13,3.542234332,10,2.747252747
1105-22-Siginternal(CREATIVE#6),GPTT (GF Marketing) FROG,(1) please activate your account,11/5/2022,12186,13,0.106566112,16,0.131126045
110522-???? (INT) SignatureSurveys (Travis)-12am-ee-Confirm Your $5 Credit ?,GiftCardGrabber GFR,Confirm Your $5 Credit,11/5/2022,6933,12,0.172786177,19,0.273302647
Internal_GPTT_Retargeting ????,GPTT A DRL,{{first_name}} we sent you a message alert,11/5/2022,1431,12,0.831600832,12,0.831600832
1105-22-Zeeto-Paypal(OK)--(OPEN)(3NEW,MajorM2 FROG,email delivered:  ???? your paypal offer is here,11/5/2022,17071,12,0.070245273,32,0.187101678
1105-22-WhatIf - USA Assistance Guide,MajorM2 FROG,(nov. 05th): check for potential funds in your name....,11/5/2022,18813,12,0.06374502,18,0.095587064
Sig Internal(PLAINCREATIVE)-NEW WorkFlow,Major Sweeps 4 FROG,[1] your account needs confirmation,11/5/2022,52,12,18.75,12,18.75
1105_22_internal_Scratch 12am ?????,GiftCardGrabber SDR,{{first_name}} Confirm your email.,11/5/2022,8166,12,0.146735143,18,0.219941349
1105_22_internal_gptt_12am ?????,SigCo SDR,???? {{first_name}} you have a message in your inbox,11/5/2022,22387,12,0.05357382,23,0.102632753
1105-22-Fluent(S&P)-MULTI-(3NEW)(OPEN) ?,Major Sweeps 2 FROG,Confirmation #NB70351: your deposit offer is ready,11/5/2022,10780,12,0.111193477,21,0.194426442
day 0 2 hour follow up coca-cola XWb-atoxzqcct1 ????????,GetPaidToTry TRG SDR,{{first_name}} we're trying to reach you regarding your product testing offer,11/5/2022,4152,12,0.288184438,11,0.264232525
1105_22_conceptual_visa_4am ?????,MajorSweeps SDR,???? confirm your Visa offer,11/5/2022,31265,12,0.038366851,10,0.03197442
1105-22-Conceptual-VISA-EE ?,SignatureSurveys FROG,your email has arrived as promised,11/5/2022,15334,11,0.071684588,28,0.182267934
1105_22_ZinQ_WesternUnion_7am (EE-1DN) ?????,GiftCardGrabber A DRL,{{first_name}} we sent you a cash offer alert,11/5/2022,7441,11,0.147611379,17,0.227943148
1105_22_conceptual_PayPal_2am ?????,GiftCardGrabber SDR,???? Your PayPal offer is here...,11/5/2022,8201,11,0.133950317,10,0.121787846
Day 0 Follow Up - (GCG) Cash App Reward Offer [GCG D0 auto follow up 2 hours] ???????? EFLink,MyShopDiscounts WIFI,Hey {{first_name}}! please confirm your Cash App sweeps offer,11/5/2022,9225,11,0.119099177,9,0.097465887
Internal_SIG_Day0 (Email #1) ????,SignatureSurveys A DRL,we sent you a message alert,11/5/2022,608,11,1.777059774,9,1.458670989
1105_22_Skenzo_BankAccounts_2am (EE) ?????,Sig TRG DRL,Email Delivered! New Bank Account Options Await,11/5/2022,15846,11,0.069369994,14,0.088272383
110522-???? (WhatIf) Free Daily Raffle - Pharmacy - RS (U)-1pm-2x-aunc-Verify your email address,Sig (Dave) GFR,Verify your email address,11/5/2022,3138,11,0.349317244,14,0.444162437
1105_22_fluent_Visa$750_7am ?????,GPTTco SDR,???? your Visa offer has arrived,11/5/2022,20093,10,0.049743819,18,0.089503257
110522 - (Amici) Apple $250 Sweeps Offer [ALOT1] 6:00 pm **BONUS** EE ?,gcgSGRB WIFI,11/05/22 2nd attempt to contact you!!!,11/5/2022,12005,10,0.083229297,30,0.249272954
DAY0 GCG [GPTT Internal v23],Giftcardgrabber DRAGON,You received a confirmation email,11/5/2022,391,10,2.493765586,8,2.005012531
110522-???? Majorsweeps - $25 Scratch Card - CPA-9pm-4x-1dnc-{{first_name}} you received a new message ping ????,Sig (Dave) GFR,{{first_name}} you received a new message ping ????,11/5/2022,67294,10,0.014857958,19,0.028226346
1105_22_Zeeto_paypal_4am,GetPaidToTry TRG SDR,Your PayPal offer is here,11/5/2022,37377,10,0.026747265,24,0.064169407
110522 TD VA500A T1 (7:00pm) / Email Exists ?,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} You could WIN - Secure your $500 Adidas sweeps entry ASAP!",11/5/2022,64794,10,0.015431146,12,0.018516804
SigN [1dyo-int-atox],SigN DRAGON,can you please confirm your email?,11/5/2022,7560,10,0.132100396,12,0.158478605
> ????-live-SUPPRESSIONS-WORKFLOW-???? GiftCardGrabber-Cash App - CPA-ALERT: You received a $100 Cash Deposit entry o,Major (Dave) GFR,"2ND NOTICE: You received a $100 Cash Deposit entry on {{ ""now"" | date: ""%m/%d/%y"" }}",11/5/2022,5063,10,0.197122019,10,0.197122019
1105-22-Zeeto-ADIDIAS-EE ?,Major Sweeps 2 FROG,DELIVERED: we tried to reach you,11/5/2022,23902,10,0.041820007,45,0.187914979
1105-22-BriteBox-NEWCreditChoice-(4NEW)(OPEN),giftcardgrabber FROG,unread message: regarding your new credit choices,11/5/2022,11712,10,0.085309674,10,0.085309674
day 0 72 hour follow up to non openers: coca-cola XWb-atox-72hrfp1 ???????? (2),GetPaidToTry TRG SDR,delivery attempted 3 days ago: {{first_name}} we're trying to reach you regarding your product testi,11/5/2022,5008,10,0.199282583,6,0.119664938
REFRESH - (INT) SIG Internal ???? EFLink,MyShopDiscounts WIFI,"FWD: {{first_name}}, Confirm your email.",11/5/2022,9310,10,0.107296137,9,0.096576886
Clickwork7_CashApp ????????,SignatureSurveys FROG,Please confirm your CashApp offer,11/5/2022,1092,10,0.907441016,17,1.532912534
1105-22-Shift44-SuperSweeps-(3NEW)(OPEN),MajorM2 FROG,email delivered: we tried to contact you,11/5/2022,19362,10,0.051620896,23,0.11864844
ZinQ_M&MsVsSkittles_Day0 Non-Clickers ???? ???? ????,GPTT A DRL,We tried to contact you (Check For BONUS),11/5/2022,1428,10,0.695410292,7,0.487804878
110522-???? (WhatIf) Found Money Guide â€“ Grants - RS (U)-8pm-3x-anc-ALERT: {{first_name}} we've been trying to rea,Sweepsgen (Dave) GFR,ALERT: {{first_name}} we've been trying to reach you...,11/5/2022,39539,9,0.022757156,10,0.025285089
MJS-ScratchCard-Creative#4-STRONG-CREATIVE ????????,SignatureSurveys FROG,2nd Attempt: We're trying to reach you....,11/5/2022,1066,9,0.837209302,6,0.559701493
1105_22_ZinQ_PepsiFridge_7am (EE) ?????,SignatureSurveys A DRL,Please confirm your Pepsi offer,11/5/2022,5743,9,0.156467316,5,0.086986778
1105_22_ZinQ_PepsiFridge_4pm (EE) ?????,Sig TRG DRL,Test and Keep a Pepsi Fridge!,11/5/2022,17093,9,0.052625424,11,0.064312442
Level 1: 4 Day No Click: Cashapp Automation ???? | cshp-4ncl1,GPTTco SDR,"{{ ""now"" | date: ""%m-%d"" }} hey confirm your Cashapp Offer",11/5/2022,2212,9,0.405222873,23,1.029082774
"> ????-live-day0-???? (Zeeto) Fall Free Samples 2 - CPA (U)-Thank You {{first_name}}, here is your WELCOME PACKAGE of",GPTT (Dave) GFR,"Thank You {{first_name}}, here is your WELCOME PACKAGE offer, Confirm ASAP!",11/5/2022,1459,9,0.613079019,12,0.815771584
DAY0 email 6 - (INT) GCG Wendys [Template 1]  ????????,MyShopDiscounts WIFI,"? {{ ""now"" | usa_time_zone: ""ET"" | date: ""%m-%d-%Y"" }} Arrived: offer for {{first_name}}",11/5/2022,9651,9,0.093167702,9,0.093167702
1105 - USA Assistance Guide v2 - 11AM (2),GPTTN2 DRAGON,"hello, please verify your email",11/5/2022,3380,9,0.265565063,5,0.147710487
DAY 0 - GPTT Internal v23 - GPTTN2 [PRE PING] [11/02],GPTTN2 DRAGON,You received a confirmation email,11/5/2022,701,9,1.267605634,11,1.54494382
Opener Workflow - Click2Win -WhatIf (Email#2),GIFTCARDGRABBER MIKD FROG,verify your email,11/5/2022,792,9,1.123595506,66,7.692307692
GetPaidToTry-(Creative#SA)- Inactive Clicker WorkFlow (1),GPTT (GF Marketing) FROG,(1) confirm your email,11/5/2022,1964,9,0.456158135,13,0.657561963
1105_22_zeeto_paypal 12pm ?????,GPTTco SDR,{{first_name}} your PayPal offer has arrived.,11/5/2022,20843,9,0.043161327,17,0.081495686
110522-???? (Skenzo 2) Balance Transfer CC 0121 - RS (U)-11am-2x-aunc-You received Balance Transfer Credit Card op,Major (Dave) GFR,"You received Balance Transfer Credit Card options, View ASAP!",11/5/2022,20156,9,0.044631788,13,0.064455352
zeeto paypal drop,GetPaidToTry TRG SDR,{{first_name}} your PayPal offer has arrived,11/5/2022,597,9,1.485148515,39,6.132075472
1105-22-Schenzo-BuyNowPayLater ?,Major Sweeps 2 FROG,(1)you have received buy now & pay later options,11/5/2022,39578,9,0.022734736,33,0.083310192
Scratch Card v3 ???? [atox],Signature 2019 DRAGON,{{first_name}} {{last_name}} Has Received a $25.00 Scratch Card,11/5/2022,1462,9,0.611828688,10,0.679347826
open 10times and no click - fluent Venmo,SigCo SDR,???? {{date}} your Venmo offer is pending,11/5/2022,1495,9,0.598404255,10,0.664451827
1105-22-MJS-ScratchCard-Creative#4-EE ?,SignatureSurveys FROG,FWD: We Tried To Contact You....,11/5/2022,15086,8,0.053001193,22,0.145618216
1105-22-Conceptional-TARGET-(Creative#2)-clicked2x_3new,Major Sweeps 2 FROG,ATTENTION: We're trying to contact you....,11/5/2022,19626,8,0.040745645,22,0.111970684
1105_22_internal_sig_12am ?????,MajorSweeps SDR,???? Activate your account {{first_name}},11/5/2022,30818,8,0.025952118,10,0.032438043
